"paper_title","author_name","is_first_author"
"Tracing (in)visibilising practices: engaging with simulations for architecture and spatial planning","Esther Dessewffy",True
"Tracking Museums’ Online Responses to the COVID-19 Pandemic: A Study in Museum Analytics","Andrea Ballatore",True
"Tracking Museums’ Online Responses to the COVID-19 Pandemic: A Study in Museum Analytics","Valeri Katerinchuk",False
"Tracking Museums’ Online Responses to the COVID-19 Pandemic: A Study in Museum Analytics","Alexandra Poulovassilis",False
"Tracking Museums’ Online Responses to the COVID-19 Pandemic: A Study in Museum Analytics","Peter T. Wood",False
"Tracking the Loving Gaze","Omiros Panayides",False
"Tracking the Loving Gaze","Theopisti Stylianou-Lambert",True
"Trading Zones: Camera Work in Artistic and Ethnographic Research","Milan Kroulík",True
"Traditional African Dances Preservation Using Deep Learning Techniques","Esteban García Bravo",False
"Traditional African Dances Preservation Using Deep Learning Techniques","Yingjie V Chen",False
"Traditional African Dances Preservation Using Deep Learning Techniques","Adebunmi E Odefunso",True
"Trafficking | Transmission | Translation: Exploring Embodiment as a Mode of Knowledge Construction in Science Art Installations","Andrea Rassell",True
"Trafficking | Transmission | Translation: Exploring Embodiment as a Mode of Knowledge Construction in Science Art Installations","Heather Bray",False
"Tragedy of the Non-Visible: Aesthetic and Ontological Differences in Early Computer versus Conceptual Art","Miranda Samuels",True
"Transcendence and Microbiopolitics: Art and biology as material speculation","Mariana Pérez-Bobadilla",True
"Transdesign: A Prospective Exercise on Design Transformation","Juanita Gonzalez-Tobon",False
"Transdesign: A Prospective Exercise on Design Transformation","Viviana Molina Osorio",False
"Transdesign: A Prospective Exercise on Design Transformation","Widman Said Valbuena Buitrago",False
"Transdesign: A Prospective Exercise on Design Transformation","Jesús Alejandro Guzmán",False
"Transdesign: A Prospective Exercise on Design Transformation","Mauricio Vásquez Arias",False
"Transdesign: A Prospective Exercise on Design Transformation","Edgard David Rincón Quijano",False
"Transdisciplinarity, Composition, Expression: Reflections on a Spherical Way of Thinking","Adriana Sá",True
"Transfer Learning for the Visual Arts: The Multi-modal Retrieval of Iconclass Codes","Walter Daelemans",False
"Transfer Learning for the Visual Arts: The Multi-modal Retrieval of Iconclass Codes","Mike Kestemont",False
"Transfer Learning for the Visual Arts: The Multi-modal Retrieval of Iconclass Codes","Nikolay Banar",True
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Nikhita Joshi",True
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Jackson Rushing",False
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Michael Glueck",False
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Parastoo Abtahi",False
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Raj Sodhi",False
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Daniel Vogel",False
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Christopher Collins",False
"Transferable Microgestures Across Hand Posture and Location Constraints: Leveraging the Middle, Ring, and Pinky Fingers","Nitzan Bartov",False
"Transferscope — Synthesized Reality: Sample anything. Transform everything.","Christopher Pietsch",True
"Transformation and Regeneration of the Chinese Traditional Oiled-Paper Umbrella in Contemporary New Media Art","Jing Han",True
"Transformation of Buddhist Mandalas into a Virtual Reality Installation","Nicole Jacobus",False
"Transformation of Buddhist Mandalas into a Virtual Reality Installation","Jeffrey Durham",False
"Transformation of Buddhist Mandalas into a Virtual Reality Installation","Cecilia Avelar",False
"Transformation of Buddhist Mandalas into a Virtual Reality Installation","Lee Harrold",False
"Transformation of Buddhist Mandalas into a Virtual Reality Installation","Max Sims",False
"Transformation of Buddhist Mandalas into a Virtual Reality Installation","Julia A. Scott",False
"Transformed Strangely: Lyotardian Indeterminacy in John Cage’s Child of Tree","Anthony Gritten",True
"Transformer Neural Networks for Automated Rhythm Generation","Sergi Jorda",False
"Transformer Neural Networks for Automated Rhythm Generation","Thomas Nuttall",True
"Transformer Neural Networks for Automated Rhythm Generation","Behzad Haki",False
"Transforming Practices: a practice-based research approach to teaching emerging media at undergraduate level","Dr Julie Marsh",False
"Transforming Practices: a practice-based research approach to teaching emerging media at undergraduate level","Dr Christopher Fry",True
"Transhuman Ansambl - Voice Beyond Language","Jon McCormack",False
"Transhuman Ansambl - Voice Beyond Language","Lucija Ivsic",True
"Transhuman Ansambl - Voice Beyond Language","Vince Dziekan",False
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Naputsamohn Junpiban",False
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Lan Thanh Ha",False
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Agapetos Aia-Fa’aleava",False
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Glenda Amayo Caldwell",False
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Marcus Foth",False
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Kavita Gonsalves",True
"TransHuman Saunter: Multispecies Storytelling in Precarious Times","Natasha Narain",False
"Translating disciplinary practices for trans-sentient collaboration","G. Mauricio Mejía",True
"Translating disciplinary practices for trans-sentient collaboration","Alex García Topete",False
"Translating disciplinary practices for trans-sentient collaboration","Yumeng Xie",False
"Translating disciplinary practices for trans-sentient collaboration","Roger F. Malina",False
"Transmitting Digital Lutherie Knowledge: The Rashomon Effect for DMI Designers","Andrew McPherson",False
"Transmitting Digital Lutherie Knowledge: The Rashomon Effect for DMI Designers","Eevee Zayas-Garin",True
"Transmitting Digital Lutherie Knowledge: The Rashomon Effect for DMI Designers","Charlotte Nordmoen",False
"TRaNsMOGRiFiER: Fictional Narratives as Catalyst for Experimental Instrument-Building and Musical/Artistic Collaboration","John R. Ferguson",True
"TRaNsMOGRiFiER: Fictional Narratives as Catalyst for Experimental Instrument-Building and Musical/Artistic Collaboration","Peter Bussigel",False
"TransVision: Exploring the State of the Visual Field in the Age of Extreme Augmentation","Honghao Deng",False
"TransVision: Exploring the State of the Visual Field in the Age of Extreme Augmentation","Jiabao Li",True
"TransVision: Exploring the State of the Visual Field in the Age of Extreme Augmentation","Panagiotis Michalatos",False
"Tremolo-Harp: A Vibration-Motor Actuated Robotic String Instrument","Steven Kemper",True
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Sue Thomson",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Ben Horan",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Larissa Nicholls",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Rex Martin",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Yolande Strengers",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Michael Mortimer",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Melisa Duque",True
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Sarah Pink",False
"Troubleshooting as a method in COVID-19 times: smart home ethnographies and remote aged care innovation","Alicia Eugene",False
"Tsuga Convictio: Visualizing for the ecological, feminine, and embodied","Daragh Byrne",False
"Tsuga Convictio: Visualizing for the ecological, feminine, and embodied","Molly Steenson",False
"Tsuga Convictio: Visualizing for the ecological, feminine, and embodied","Cathryn Ploehn",True
"TTProfiler: Types and Terms Profile Building for Online Cultural Heritage Knowledge Graphs","Arnaud Soulet",False
"TTProfiler: Types and Terms Profile Building for Online Cultural Heritage Knowledge Graphs","Béatrice Markhoff",False
"TTProfiler: Types and Terms Profile Building for Online Cultural Heritage Knowledge Graphs","Lamine Diop",True
"Tune Field","Guadalupe Babio",True
"Tungnaá: a Hyper-realistic Voice Synthesis Instrument for Real-Time Exploration of Extended Vocal Expressions","Thor Magnusson",False
"Tungnaá: a Hyper-realistic Voice Synthesis Instrument for Real-Time Exploration of Extended Vocal Expressions","Jonathan Chaim Reus",True
"Tungnaá: a Hyper-realistic Voice Synthesis Instrument for Real-Time Exploration of Extended Vocal Expressions","Victor Shepardson",False
"Tuning in: Reflecting in the Wake of Blackness through a Knitted Flower Antenna","Felecia Davis",True
"Tuning in: Reflecting in the Wake of Blackness through a Knitted Flower Antenna","Erin Lewis",False
"Tuning in: Reflecting in the Wake of Blackness through a Knitted Flower Antenna","Berfin Evrim",False
"Tuning in: Reflecting in the Wake of Blackness through a Knitted Flower Antenna","Farzaneh Oghazian",False
"Tuning one and other","Caroline Nevejan",True
"Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics","André Zenner",False
"Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics","Martin Feick",True
"Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics","Anthony Tang",False
"Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics","Cihan Biyikli",False
"Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics","Antonio Krüger",False
"Turn-It-Up: Rendering Resistance for Knobs in Virtual Reality through Undetectable Pseudo-Haptics","Oscar Ariza",False
"Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede","Ghada Amoudi",True
"Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede","Dimah Alahmadi",False
"Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede","Carolyn Watters",False
"Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede","Amal Almansour",False
"Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede","Sara Alzahrani",False
"Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede","Fatimah Alruwaili",False
"Twinkle: A Flying Lighting Companion for Urban Safety","Allen Sayegh",False
"Twinkle: A Flying Lighting Companion for Urban Safety","Jiabao Li",False
"Twinkle: A Flying Lighting Companion for Urban Safety","Honghao Deng",True
"Two Experimental Instruments Inspired by Radio Technologies","Marinos Koutsomichalis",True
"Two Films of João Salaviza: Towards a Cinema of Impermanence, After an Audiovisual Essay by Cátia Diogo","Pedro Florêncio",True
"TwttrGraph: I Wish to Speak with You. A Telegraphic Sound Installation","Mo H. Zareei",False
"TwttrGraph: I Wish to Speak with You. A Telegraphic Sound Installation","Dugal McKinnon",False
"TwttrGraph: I Wish to Speak with You. A Telegraphic Sound Installation","Paul Dunham",True
"TwttrGraph: I Wish to Speak with You. A Telegraphic Sound Installation","Dale Carnegie",False
"Typology of Emotion Assemblages in Art and Science","Christian Nold",True
"Tölvera: Composing With Basal Agencies","Jack Armitage",True
"Tölvera: Composing With Basal Agencies","Victor Shepardson",False
"Tölvera: Composing With Basal Agencies","Thor Magnusson",False
"Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality","Zhengzhe Zhu",False
"Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality","Xun Qian",False
"Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality","Karthik Ramani",False
"Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality","Runlin Duan",False
"Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality","Jingyu Shi",False
"Ubi-TOUCH: Ubiquitous Tangible Object Utilization through Consistent Hand-object interaction in Augmented Reality","Rahul Jain",True
"UBUmaterial: building a performative archive on Instagram","Christina Papagiannouli",False
"UBUmaterial: building a performative archive on Instagram","Tasos Angelopoulos",True
"UBUmaterial: building a performative archive on Instagram","Panayiota Konstantinakou",False
"Umwelten: Shifting agencies among the human, the non-human, and a machine learning algorithm","Puneet Jain",True
"Under the Green: Visual data storytelling the process of urban CO2 neutralization by forests","Junyan Lv",False
"Under the Green: Visual data storytelling the process of urban CO2 neutralization by forests","Fengzhou Liang",False
"Under the Green: Visual data storytelling the process of urban CO2 neutralization by forests","Linqi Wang",True
"Under the Green: Visual data storytelling the process of urban CO2 neutralization by forests","Boai Yang",False
"Under the Green: Visual data storytelling the process of urban CO2 neutralization by forests","Fang Liu",False
"Underground sensings","Johannes Birringer",True
"Understanding and Identifying Artwork Plagiarism with the Wisdom of Designers: A Case Study on Poster Artworks","Shenglan Cui",True
"Understanding and Identifying Artwork Plagiarism with the Wisdom of Designers: A Case Study on Poster Artworks","Tongqing Zhou",False
"Understanding and Identifying Artwork Plagiarism with the Wisdom of Designers: A Case Study on Poster Artworks","Fang Liu",False
"Understanding and Identifying Artwork Plagiarism with the Wisdom of Designers: A Case Study on Poster Artworks","Mohan Zhang",False
"Understanding children’s use of a mobile digital storytelling app","Jiwoo Hong",False
"Understanding children’s use of a mobile digital storytelling app","Young Sang Cho",True
"Understanding children’s use of a mobile digital storytelling app","Woohun Lee",False
"Understanding Tensions in Music Accessibility Through Song Signing for and with d/Deaf and Non-d/Deaf Persons","Georgianna E Lin",False
"Understanding Tensions in Music Accessibility Through Song Signing for and with d/Deaf and Non-d/Deaf Persons","Amy S Hwang",False
"Understanding Tensions in Music Accessibility Through Song Signing for and with d/Deaf and Non-d/Deaf Persons","Khai Nhut Truong",False
"Understanding Tensions in Music Accessibility Through Song Signing for and with d/Deaf and Non-d/Deaf Persons","Hyeon-jeong Byeon",False
"Understanding Tensions in Music Accessibility Through Song Signing for and with d/Deaf and Non-d/Deaf Persons","Suhyeon Yoo",True
"Understanding User Perceptions, Collaborative Experience and User Engagement in Different Human-AI Interaction Designs for Co-Creative Systems","Jeba Rezwana",True
"Understanding User Perceptions, Collaborative Experience and User Engagement in Different Human-AI Interaction Designs for Co-Creative Systems","Mary Lou Maher",False
"Understanding Visual Arts Experiences of Blind People","Kristen Shinohara",False
"Understanding Visual Arts Experiences of Blind People","Patrick Carrington",False
"Understanding Visual Arts Experiences of Blind People","Franklin Mingzhe Li",True
"Understanding Visual Arts Experiences of Blind People","Lotus Zhang",False
"Understanding Visual Arts Experiences of Blind People","Maryam Bandukda",False
"Understanding Visual Arts Experiences of Blind People","Abigale Stangl",False
"Understanding Visual Arts Experiences of Blind People","Leah Findlater",False
"Underwater Sound and Oceanic States of Mind","Yolande Harris",True
"UNMASK - Digital Thinking with Brutalism","Jacob Cram",True
"Unpacking the resource impacts of digitally-mediated domestic practices using resource trace interviewing","Oliver Bates",False
"Unpacking the resource impacts of digitally-mediated domestic practices using resource trace interviewing","Janine Morley",False
"Unpacking the resource impacts of digitally-mediated domestic practices using resource trace interviewing","Carolynne Lord",False
"Unpacking the resource impacts of digitally-mediated domestic practices using resource trace interviewing","Kelly Widdicks",False
"Unpacking the resource impacts of digitally-mediated domestic practices using resource trace interviewing","Adrian Friday",True
"Unpacking the resource impacts of digitally-mediated domestic practices using resource trace interviewing","Mike Hazas",False
"Unrecording Nature","Budhaditya Chattopadhyay",True
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Athanasios Velios",False
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Georgios Panagiaris",False
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Anna Dumitriu",True
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Alex May",False
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Hélia Marçal",False
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Zoi Sakki",False
"Unruly objects: NFTs, blockchain technologies and bio-conservation","Veroniki Korakidou",False
"Unseen Sound: One Step into the Blind Future (Academic Access Version)","Elizabeth McLain",False
"Unseen Sound: One Step into the Blind Future (Academic Access Version)","Andy Slater",True
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Adriaan Odendaal",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Janna Ahrndt",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Rain Ashford",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Kristin Carlson",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Kathleen Deck",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Mario Duarte",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Lucie Lederhendler",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Joo Yun Lee",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Louise Mackenzie",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Giusy Pirrotta",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Sanjay Sahota",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Valentina Serrati",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Vygandas “Vegas” Šimbelis",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Chelsea Thompto",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Clea T. von Chamier-Waite",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Karla Zavala",False
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Sheila Pinkel",True
"Unveiling Interfaces: A Software Studies Board Game for Algorithmic Literacy","Jennifer (Juniper) Harrower",False
"Unveiling New Artistic Dimensions in Calligraphic Arabic Script with Generative Adversarial Networks","Arshia Sobhan",True
"Unveiling New Artistic Dimensions in Calligraphic Arabic Script with Generative Adversarial Networks","Adam Tindale",False
"Unveiling New Artistic Dimensions in Calligraphic Arabic Script with Generative Adversarial Networks","Philippe Pasquier",False
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Qinghua Lu",False
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Xiwei Xu",False
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Chunyang Chen",False
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Jieshan Chen",True
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Jiamou Sun",False
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Sidong Feng",False
"Unveiling the Tricks: Automated Detection of Dark Patterns in Mobile Applications","Zhenchang Xing",False
"Unveiling the Unspoken and Invisible: Analyzing Artistic Responses to Radiophobia","Kinga Anna Gajda",True
"Unwilling Author: Exploring Anthropomorphic Rebellion of the Diary Writing Machine","Varvara Guljajeva",False
"Unwilling Author: Exploring Anthropomorphic Rebellion of the Diary Writing Machine","Zoe Qi Jing Li",True
"URack: Modular audio-visual composition with Unity and VCV Rack","Andrew Johnston",False
"URack: Modular audio-visual composition with Unity and VCV Rack","Matthew Hughes",True
"Urban Intonation: Listening to the Rats of New York City","Brian House",True
"Usable and Fast Interactive Mental Face Reconstruction","Andreas Bulling",False
"Usable and Fast Interactive Mental Face Reconstruction","Mihai Bâce",False
"Usable and Fast Interactive Mental Face Reconstruction","Florian Strohm",True
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Takumi Ito",True
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Tatsuki Kuribayashi",False
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Naomi Yamashita",False
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Jun Suzuki",False
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Masatoshi Hidaka",False
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Ge Gao",False
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Jack Jamieson",False
"Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers","Kentaro Inui",False
"User Needs in the Musical Metaverse: A Case Study with Electroacoustic Musicians","Alberto Boem",True
"User Needs in the Musical Metaverse: A Case Study with Electroacoustic Musicians","Alessio Gabriele",False
"User Needs in the Musical Metaverse: A Case Study with Electroacoustic Musicians","Luca Turchet",False
"User Needs in the Musical Metaverse: A Case Study with Electroacoustic Musicians","Matteo Tomasetti",False
"User Needs in the Musical Metaverse: A Case Study with Electroacoustic Musicians","Agostino Di Scipio",False
"User Perspectives on Ethical Challenges in Human-AI Co-Creativity: A Design Fiction Study","Mary Lou Maher",False
"User Perspectives on Ethical Challenges in Human-AI Co-Creativity: A Design Fiction Study","Jeba Rezwana",True
"User-Defined Mappings for Spatial Sound Synthesis","Stefan Weinzierl",False
"User-Defined Mappings for Spatial Sound Synthesis","Steffen Lepa",False
"User-Defined Mappings for Spatial Sound Synthesis","Henrik von Coler",True
"User-Friendly MIDI in the Web Browser","Jean-Philippe Côté",True
"Uses and abuses of User-Centered Design: literature review and proposal of a tool for evaluating ethics in the design of mobile applications","Ariadna Fernández-Planells",False
"Uses and abuses of User-Centered Design: literature review and proposal of a tool for evaluating ethics in the design of mobile applications","Clara Palomar-Garcia",True
"Uses and abuses of User-Centered Design: literature review and proposal of a tool for evaluating ethics in the design of mobile applications","Carles Sora-Domenjó",False
"Using a Pursuit Tracking Task to Compare Continuous Control of Various NIME Sensors","Edgar Berdahl",False
"Using a Pursuit Tracking Task to Compare Continuous Control of Various NIME Sensors","Michael Blandino",True
"Using artificial intelligence in craft education: crafting with text-to-image generative models","Matti Tedre",False
"Using artificial intelligence in craft education: crafting with text-to-image generative models","Henriikka Vartiainen",True
"Using Biophilic Design and the Orienting Reflex to Develop Generative Ambient Public Displays","John Power",True
"Using Experimental Filmmaking to Create an Engaging Brain-Computer Interface","Claudia Krogmeier",True
"Using Experimental Filmmaking to Create an Engaging Brain-Computer Interface","Esteban García Bravo",False
"Using Experimental Filmmaking to Create an Engaging Brain-Computer Interface","Christos Mousas",False
"Using Incongruous Genres to Explore Music Making with AI Generated Content","Nick Bryan-Kinns",True
"Using Incongruous Genres to Explore Music Making with AI Generated Content","Ashley Noel-Hirst",False
"Using Incongruous Genres to Explore Music Making with AI Generated Content","Corey Ford",False
"Using Semantic Web to Create and Explore an Index of Toponyms Cited in Medieval Geographical Works","Emanuele Lenzi",False
"Using Semantic Web to Create and Explore an Index of Toponyms Cited in Medieval Geographical Works","Valentina V Bartalesi",True
"Using Semantic Web to Create and Explore an Index of Toponyms Cited in Medieval Geographical Works","Paolo Pontari",False
"Using Semantic Web to Create and Explore an Index of Toponyms Cited in Medieval Geographical Works","Nicolo’ Pratelli",False
"Using the Internet as a platform to destabilise gallery spaces, curation and artistic practice","Carly Whitaker",True
"V-DAT (Virtual Reality Data Analysis Tool): Supporting Self-Awareness for Autistic People from Multimodal VR Sensor Data","Kyungsik Han",False
"V-DAT (Virtual Reality Data Analysis Tool): Supporting Self-Awareness for Autistic People from Multimodal VR Sensor Data","Bogoan Kim",True
"V-DAT (Virtual Reality Data Analysis Tool): Supporting Self-Awareness for Autistic People from Multimodal VR Sensor Data","Dayoung Jeong",False
"V-DAT (Virtual Reality Data Analysis Tool): Supporting Self-Awareness for Autistic People from Multimodal VR Sensor Data","Jennifer Kim",False
"V-DAT (Virtual Reality Data Analysis Tool): Supporting Self-Awareness for Autistic People from Multimodal VR Sensor Data","Hwajung Hong",False
"V. F. Perkins On Movies - Collected Shorter Film Criticism: ‘Play It Again’ or The Film World Under Inspection","Luís Mendonça",True
"Vactor ontologies: framing acting within a motion capture context","Jason Kennedy",True
"Vapor as Tectonic Element to Sculpt Microclimate in Architectural Space","Panagiotis Michalatos",False
"Vapor as Tectonic Element to Sculpt Microclimate in Architectural Space","Honghao Deng",True
"Vapor as Tectonic Element to Sculpt Microclimate in Architectural Space","Jiabao Li",False
"Vapor as Tectonic Element to Sculpt Microclimate in Architectural Space","Xuesong Zhang",False
"VegaProf: Profiling Vega Visualizations","Çağatay Demiralp",False
"VegaProf: Profiling Vega Visualizations","Dominik Moritz",False
"VegaProf: Profiling Vega Visualizations","Alex Bäuerle",True
"Vibrating shapes: Design and evolution of a spatial augmented reality interface for actuated instruments","Arthur Paté",False
"Vibrating shapes: Design and evolution of a spatial augmented reality interface for actuated instruments","Florent Berthaut",False
"Vibrating shapes: Design and evolution of a spatial augmented reality interface for actuated instruments","Anthony Beuchey",False
"Vibrating shapes: Design and evolution of a spatial augmented reality interface for actuated instruments","Paul Cambourian",False
"Vibrating shapes: Design and evolution of a spatial augmented reality interface for actuated instruments","Cagan Arslan",True
"Video game structural layers for narrative design and articulation","Eoghain Meakin",True
"Video Games Against the Male Gaze","Ema Lavrador",True
"Video2Action: Reducing Human Interactions in Action Annotation of App Tutorial Videos","Zhenchang Xing",False
"Video2Action: Reducing Human Interactions in Action Annotation of App Tutorial Videos","Chunyang Chen",False
"Video2Action: Reducing Human Interactions in Action Annotation of App Tutorial Videos","Sidong Feng",True
"View from Above: Drone art and hacktivism for landscape transformation awareness","Mónica Mendes",False
"View from Above: Drone art and hacktivism for landscape transformation awareness","Joana Resende",True
"View from Above: Drone art and hacktivism for landscape transformation awareness","Pedro Ângelo",False
"Views on Thresholds by Transdisciplinary Partners: A Shared Journey Continues","Silvio Wolf",True
"Views on Thresholds by Transdisciplinary Partners: A Shared Journey Continues","Inna Rozentsvit",False
"Viral Theatres’ Pandemic Playbook - Documenting German theatre during COVID-19","Christian Stein",False
"Viral Theatres’ Pandemic Playbook - Documenting German theatre during COVID-19","Nina Tecklenburg",False
"Viral Theatres’ Pandemic Playbook - Documenting German theatre during COVID-19","Janina Janke",False
"Viral Theatres’ Pandemic Playbook - Documenting German theatre during COVID-19","Ramona Mosse",True
"Viral zoom: COVID-19 as multi-scalar immune failure","Zachary Horton",True
"Virtual museums: heritage and future of mediated UX?","D.A. Restrepo-Quevedo",True
"Virtual museums: heritage and future of mediated UX?","Felipe César Londoño",False
"Virtual museums: heritage and future of mediated UX?","Raquel Caerols Mateo",False
"Virtual Reality at a Prehistoric Museum: Exploring the Influence of System Quality and Personality on User Intentions","Eko Harry Pratisto",True
"Virtual Reality at a Prehistoric Museum: Exploring the Influence of System Quality and Personality on User Intentions","Vidyasagar M Potdar",False
"Virtual Reality at a Prehistoric Museum: Exploring the Influence of System Quality and Personality on User Intentions","Nik Thompson",False
"Virtual Reconstruction of the Deconstructed Heritage: The Former Building of the Belo Horizonte School of Medicine","Flávio Raffaelli Fonseca",False
"Virtual Reconstruction of the Deconstructed Heritage: The Former Building of the Belo Horizonte School of Medicine","Ana Regina M Cuperschmid",True
"Virtual Reconstruction of the Deconstructed Heritage: The Former Building of the Belo Horizonte School of Medicine","Aline Prado Costa",False
"Virtual Reconstruction of the Deconstructed Heritage: The Former Building of the Belo Horizonte School of Medicine","Igor Neves",False
"Virtual Reconstruction of the Deconstructed Heritage: The Former Building of the Belo Horizonte School of Medicine","Ethel Mizrahy Cuperschmid",False
"Virtual Reconstruction with the Augmented Reality Technology of the Cultural Heritage Components that have Disappeared: The Ayazini Virgin Mary Church","Anil Süvari",True
"Virtual Reconstruction with the Augmented Reality Technology of the Cultural Heritage Components that have Disappeared: The Ayazini Virgin Mary Church","Gamze Çoban",False
"Virtual Reconstruction with the Augmented Reality Technology of the Cultural Heritage Components that have Disappeared: The Ayazini Virgin Mary Church","Emine Eren Tarakci",False
"Virtual Reconstruction with the Augmented Reality Technology of the Cultural Heritage Components that have Disappeared: The Ayazini Virgin Mary Church","Ş Ebru Okuyucu",False
"Virtuoso mapping for the Electrumpet, a hyperinstrument strategy","Hans Leeuw",True
"VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping","Toby Li",False
