"author_name","university_name"
"Misha Myers","University of Greenwich"
"Alain Renaud","University of Greenwich"
"Elena Papadaki","University of Greenwich"
"Lambert R B Schomaker","University of Groningen"
"Mahya Ameryan","University of Groningen"
"Megan A. Johnson","University of Guelph"
"Peter Kuling","University of Guelph"
"Carla Rice","University of Guelph"
"Jouni Tuominen","University of Helsinki"
"Eero Hyvönen","University of Helsinki"
"Eljas Oksanen","University of Helsinki"
"Tuuli Hongisto","University of Helsinki"
"Lasse Lipponen","University of Helsinki"
"Anna Dumitriu","University of Hertfordshire"
"Alex May","University of Hertfordshire"
"Ian Willcock","University of Hertfordshire"
"Anneke Pettican","University of Huddersfield"
"Sam Roig","University of Huddersfield"
"Gerard Roma","University of Huddersfield"
"Ben Spatz","University of Huddersfield"
"Nicola Privato","University of Iceland"
"Jack Armitage","University of Iceland"
"Thor Magnusson","University of Iceland"
"Victor Shepardson","University of Iceland"
"Louis H. Kauffman","University of Illinois at Chicago"
"David Zhou","University of Illinois Urbana-Champaign"
"Ali Zaidi","University of Illinois Urbana-Champaign"
"Kyungho Lee","University of Illinois Urbana-Champaign"
"Sarah Gimbert Sterman","University of Illinois Urbana-Champaign"
"Ranjitha Kumar","University of Illinois Urbana-Champaign"
"Dimitris Batsis","University of Ioannina"
"Amalia Foka","University of Ioannina"
"Nora Lefa","University of Ioannina"
"Xenofon Bitsikas","University of Ioannina"
"Francisco Ramón Feito-Higueruela","University of Jaén"
"Lidia M Ortega-Alvarado","University of Jaén"
"Ángel Luis García-Fernández","University of Jaén"
"Alberto Calzado-Martínez","University of Jaén"
"Juan Ignacio Mendoza","University of Jyväskylä"
"Clint Hurshman","University of Kansas"
"Joey Orr","University of Kansas"
"Irfan Mohammad Malik","University of Kashmir"
"Sana Altaf","University of Kashmir"
"Michael Heidt","University of Kassel"
"Maria Chountas","University of Kent"
"Rocio von Jungenfeld","University of Kent"
"Soo Hee Lee","University of Kent"
"Solvita Zarina","University of Latvia"
"Kate Schipper","University of Lausanne"
"Davide Picca","University of Lausanne"
"Paul A. Beales","University of Leeds"
"Francisco Queiroz","University of Leeds"
"Caitlin E. Stobie","University of Leeds"
"Zoi Tsiviltidou","University of Leicester"
"Giasemi N Vavoula","University of Leicester"
"D. Andrew Stewart","University of Lethbridge"
"Luis D. Rivero Moreno","University of León"
"Esther Gruy","University of Lille"
"Stéphane Huot","University of Lille"
"Travis West","University of Lille"
"Vincent Reynaert","University of Lille"
"Florent Berthaut","University of Lille"
"Laurent Grisoni","University of Lille"
"Stephane Huot","University of Lille"
"Travis J. West","University of Lille"
"Sylvain Malacria","University of Lille"
"Géry Casiez","University of Lille"
"Olivier Capra","University of Lille"
"Anthony Beuchey","University of Lille"
"Cagan Arslan","University of Lille"
"Thomas Pietrzak","University of Lille"
"Karen Savage","University of Lincoln"
"Andrew Westerside","University of Lincoln"
"Mark Clements","University of Lincoln"
"Ana Maria Paiva","University of Lisbon"
"Helena Ferreira","University of Lisbon"
"Luísa Ribas","University of Lisbon"
"Pedro Costa","University of Lisbon"
"Beatriz Rodrigues Silva","University of Lisbon"
"Sara Rodrigues Silva","University of Lisbon"
"Paulo Bala","University of Lisbon"
"Nuno N. Correia","University of Lisbon"
"Nuno Nunes","University of Lisbon"
"Klaus Gärtner","University of Lisbon"
"Luciana Lima","University of Lisbon"
"Patrícia Gouveia","University of Lisbon"
"Diana Ponciano Osório de Carvalho","University of Lisbon"
"Tomás Vallera","University of Lisbon"
"Jorge Ramos do Ó","University of Lisbon"
"Wiktoria Szawiel","University of Lisbon"
"Valentina Nisi","University of Lisbon"
"Vanessa Cesário","University of Lisbon"
"Jože Rugelj","University of Ljubljana"
"Urška Stanković Elesini","University of Ljubljana"
"Andrej Učakar","University of Ljubljana"
"Hlede Miha","University of Ljubljana"
"Urška Vrabič Brodnjak","University of Ljubljana"
"David Kristan","University of Ljubljana"
"Andreja Korošec","University of Ljubljana"
"Eni Protić","University of Ljubljana"
"Iztok Hrga","University of Ljubljana"
"Justyna Stępień","University of Lodz"
"Natacha Lamounier","University of Lodz"
"Atau Tanaka","University of London"
"Julia F. Christensen","University of London"
"Lorella Viola","University of Luxembourg"
"Emanuele Frontoni","University of Macerata"
"Marina Paolanti","University of Macerata"
"Lorella Giannandrea","University of Macerata"
"Ana Rodrigues","University of Madeira"
"M. Asif Ahmad","University of Madeira"
"Nimesha Ranasinghe","University of Maine"
"Dr. Adnan Hadzi","University of Malta"
"Adnan Hadziselimovic","University of Malta"
"Mario Duarte","University of Manchester"
"David G. Berezan","University of Manchester"
"Celine Latulipe","University of Manitoba"
"Erika Jean Lincoln","University of Manitoba"
"Hyemi Song","University of Maryland"
"Ge Gao","University of Maryland"
"Tsvetan Bachvaroff","University of Maryland"
"Zeyu Yan","University of Maryland"
"Huaishu Peng","University of Maryland"
"Babak Hamidzadeh","University of Maryland"
"Lisa Moren","University of Maryland Baltimore County"
"Myungin Lee","University of Maryland, College Park"
"Mahmood Jasim","University of Massachusetts Amherst"
"Narges Mahyar","University of Massachusetts Amherst"
"Carolina Aragón","University of Massachusetts Amherst"
"Lindsay D. Grace","University of Miami"
"David A. James","University of Michigan-Dearborn"
"Giulia Morabito","University of Milan"
"Arianna Crespi","University of Milan"
"Federico Avanzini","University of Milan"
"Beatrice Sarti","University of Milan"
"Alice Plutino","University of Milan"
"Nicola Davanzo","University of Milan"
"Alessandro Rizzi","University of Milan"
"Matteo Tonoli","University of Milan-Bicocca"
"Roberto Carradore","University of Milan-Bicocca"
"Cláudia Martinho","University of Minho"
"Miguel Gonçalves","University of Minho"
"Daniel F. Keefe","University of Minnesota"
"Daniel Keefe","University of Minnesota"
"Bridger Herman","University of Minnesota"
"Seth Johnson","University of Minnesota"
"Kevin Brown","University of Missouri"
"J. David Van Horn","University of Missouri, Kansas City"
"Dayu Wang","University of Missouri, Kansas City"
"Gwendal Le Vaillant","University of Mons"
"Thierry Dutoit","University of Mons"
"Erin Gee","University of Montreal"
"Erin M. Gee","University of Montreal"
"Francis Bernard","University of Montreal"
"Erandy Vergara-Vargas","University of Montreal"
"Amedeo Ceglia","University of Montreal"
"Géraldine Piguet","University of Montreal"
"Simon Demeule","University of Montreal"
"Aleksandra Kaminska","University of Montreal"
"Renata Azevedo Moreira","University of Montreal"
"Myriam Durocher","University of Montreal"
"Mickael Begon","University of Montreal"
"Jason Noble","University of Montreal"
"Dominic Thibault","University of Montreal"
"Sandra Volny","University of Montreal"
"Gaël Moriceau","University of Montreal"
"Guillaume Boutard","University of Montreal"
"Gaëtan Robillard","University of Montreal"
"Estelle Schorpp","University of Montreal"
"Andreas Pirchner","University of Music and Performing Arts Graz"
"Katharina Groß-Vogt","University of Music and Performing Arts Graz"
"Artemi-Maria Gioti","University of Music and Performing Arts Graz"
"J.C. Robles-Florido","University of Málaga"
"J.A. Vertedor-Romero","University of Málaga"
"J.M. Alonso-Calero","University of Málaga"
"Katie Anania","University of Nebraska-Lincoln"
"Cooper Stiglitz","University of Nebraska-Lincoln"
"Robert Twomey","University of Nebraska-Lincoln"
"Allyson Hindle","University of Nevada, Las Vegas"
"Camila Friedman-Gerlicz","University of New Mexico"
"Paul Thomas","University of New South Wales Art & Design"
"Bata Vasic","University of Nis"
"Rolando Rodriguez","University of North Carolina at Chapel Hill"
"Doug Stark","University of North Carolina at Chapel Hill"
"Amanda Henley","University of North Carolina at Chapel Hill"
"Lorin Bruckner","University of North Carolina at Chapel Hill"
"Hannah Jacobs","University of North Carolina at Chapel Hill"
"Matthew Jansen","University of North Carolina at Chapel Hill"
"Brianna Nunez","University of North Carolina at Chapel Hill"
"Morgan Wilson","University of North Carolina at Chapel Hill"
"Jeba Rezwana","University of North Carolina at Charlotte"
"Mary Lou Maher","University of North Carolina at Charlotte"
"Randall Harlow","University of Northern Iowa"
"Toby Li","University of Notre Dame"
"Jerrick Ban","University of Notre Dame"
"Zheng Ning","University of Notre Dame"
"Zheng Zhang","University of Notre Dame"
"Thomas McCauley","University of Notre Dame"
"Ranjodh Dhaliwal","University of Notre Dame"
"Toby Jia Jun Li","University of Notre Dame"
"Ian Ashcroft","University of Nottingham"
"Helen Kennedy","University of Nottingham"
"Steve David Benford","University of Nottingham"
"Paul Tennent","University of Nottingham"
"Feng Zhou","University of Nottingham"
"Johann Benerradi","University of Nottingham"
"Solomiya Moroz","University of Nottingham"
"Adrian Hazzard","University of Nottingham"
"Guido Salimbeni","University of Nottingham"
"Stuart Reeves","University of Nottingham"
"Steve Benford","University of Nottingham"
"Sarah Martindale","University of Nottingham"
"Craig Vear","University of Nottingham"
"Juan Martinez Avila","University of Nottingham"
"Rachel Jacobs","University of Nottingham"
"Alan Chamberlain","University of Nottingham"
"Danzhao Cheng","University of Nottingham Ningbo China"
"Eugene Ch’ng","University of Nottingham Ningbo China"
"Nikita Peresin Meden","University of Nova Gorica"
"Magdalena Germek","University of Nova Gorica"
"Kristina Pranjić","University of Nova Gorica"
"Peter Purg","University of Nova Gorica"
"Kristina Pranjić","University of Nova Gorica"
"Jernej Čuček Gerbec","University of Nova Gorica"
"David Buckley Borden","University of Oregon"
"Leslie A. Ryan","University of Oregon"
"Pedro Lucas","University of Oslo"
"Vincenzo Madaghiele","University of Oslo"
"Alexander Refsum Jensenius","University of Oslo"
"Alexander Szorkovszky","University of Oslo"
"Rolf Inge Godøy","University of Oslo"
"Carsten Griwodz","University of Oslo"
"Cagri Erdem","University of Oslo"
"Jack Hardwick","University of Oslo"
"Kristian Eicke","University of Oslo"
"Hugh von Arnim","University of Oslo"
"Kristian Nymoen","University of Oslo"
"Kyrre Glette","University of Oslo"
"Ahmet Emin Memi¸s","University of Oslo"
"Stefano Fasciani","University of Oslo"
"Ça˘grı Erdem","University of Oslo"
"Michael Krzyżaniak","University of Oslo"
"Çağrı Erdem","University of Oslo"
"Jim Torresen","University of Oslo"
"Jackson Goode","University of Oslo"
"Seyed Mojtaba Karbasi","University of Oslo"
"Benedikte Wallace","University of Oslo"
"Holger T Regenbrecht","University of Otago"
"David Szanto","University of Ottawa"
"Sohail Ahmed Soomro","University of Oulu"
"Georgi V. Georgiev","University of Oulu"
"Zhengya Gong","University of Oulu"
"Vijayakumar Nanjappan","University of Oulu"
"Jonathan Packham","University of Oxford"
"Chrystalina Antoniades","University of Oxford"
"Alwyn Collinson","University of Oxford"
"Megan Gooch","University of Oxford"
"Thomas Metcalf","University of Oxford"
"Panagiotis Tigas","University of Oxford"
"Sergey Katran","University of Oxford"
"Amanda Nicole Curtis","University of Oxford"
"Damon Strange","University of Oxford"
"Daisy Gudmunsen","University of Oxford"
"Laura M. Herman","University of Oxford"
"Martin Kemp","University of Oxford"
"Rossella Rizzo","University of Palermo"
"António Baía Reis","University of Passau"
"Katerina Papavassileiou","University of Patras"
"Dimitrios I Kosmopoulos","University of Patras"
"Piercarlo Dondi","University of Pavia"
"Marco Malagodi","University of Pavia"
"Hita Kambhamettu","University of Pennsylvania"
"Kevin Ma","University of Pennsylvania"
"Jiening Li","University of Pennsylvania"
"Doug Emery","University of Pennsylvania"
"Lynn Ransom","University of Pennsylvania"
"Zhiyuan Wu","University of Pennsylvania"
"Andrew Head","University of Pennsylvania"
"Andrew Starner","University of Pennsylvania"
"Ian Verstegen","University of Pennsylvania"
"Leixin Luo","University of Pennsylvania"
"Paolo Pontari","University of Pisa"
"Mattia Setzu","University of Pisa"
"Anna Monreale","University of Pisa"
"Daria Mikhaylova","University of Pisa"
"Zachary Horton","University of Pittsburgh"
"Carlos Augusto Moreira da Nóbrega","University of Plymouth"
"Mona Nasser","University of Plymouth"
"John Martin","University of Plymouth"
"Hedy Hurban","University of Plymouth"
"Amble Skuse","University of Plymouth"
"Eduardo Reck Miranda","University of Plymouth"
"Satvik Venkatesh","University of Plymouth"
"Edward Braund","University of Plymouth"
"Edith Doove","University of Plymouth"
"Stéphane Jean","University of Poitiers – ENSMA"
"Gilberto Bernardes","University of Porto"
"Luis Arandas","University of Porto"
"Catarina S. Martins","University of Porto"
"Joaquim Moreno","University of Porto"
"Francisca Rocha Gonçalves","University of Porto"
"Margarida Pessoa","University of Porto"
"Cláudio Parauta","University of Porto"
"Pedro Luís","University of Porto"
"Jorge Forero","University of Porto"
"Mariana Dias","University of Porto"
"Cristina Ribeiro","University of Porto"
"Carla Teixeira Lopes","University of Porto"
"Inês Koch","University of Porto"
"Miguel Carvalhais","University of Porto"
"Luciana Perc","University of Portsmouth"
"Enrico Dorigatti","University of Portsmouth"
"Kim Albrecht","University of Potsdam"
"Frank Scherbaum","University of Potsdam"
"Chris Broodryk","University of Pretoria"
"Nicolaas H. Jacobs","University of Pretoria"
"Marth Munro","University of Pretoria"
"Nita Luci","University of Prishtina"
"Linda Gusia","University of Prishtina"
"Chenliang Xu","University of Rochester"
"Zhiyao Duan","University of Rochester"
"Joseph VanderStel","University of Rochester"
"Christodoulos Benetatos","University of Rochester"
"Giulia Casalini","University of Roehampton"
"Oliver Gingrich","University of Roehampton"
"Oliver M Gingrich","University of Roehampton"
"Pablo Romero-Fresco","University of Roehampton"
"Joanne Scott","University of Salford"
"Bruno Fazenda","University of Salford"
"Manoli Moriaty","University of Salford"
"Duncan Williams","University of Salford"
"Pavel Prokopic","University of Salford"
"Toni Sant","University of Salford"
"Enrique Tabone","University of Salford"
"Toni Sante","University of Salford"
"Martin Murer","University of Salzburg"
"Antoni Rayzhekov","University of Salzburg"
"Tami I. Spector","University of San Francisco"
"Giacomo Flaim","University of San Marino"
"Rachel Freire","University of Santiago de Compostela"
"Lori Hanson","University of Saskatchewan"
"Savita Rani","University of Saskatchewan"
"Jingyan QIN","University of Science and Technology Beijing"
"Siyu Jin","University of Science and Technology Beijing"
"Bo Shui","University of Science and Technology Beijing"
"Jinke Li","University of Science and Technology Beijing"
"Jiaxiang You","University of Science and Technology Beijing"
"Xiaohui Wang","University of Science and Technology Beijing"
"Xia Liang","University of Science and Technology Beijing"
"Xinrui Wang","University of Science and Technology Beijing"
"Miao Lu","University of Science and Technology Beijing"
"Yulu Song","University of Science and Technology Beijing"
"Yinyu Chen","University of Science and Technology Beijing"
"Xiaoxue Ding","University of Science and Technology Beijing"
"Siyu Hu","University of Science and Technology Beijing"
"Juyong Zhang","University of Science and Technology of China"
"Jiafei Shen","University of Science and Technology of China"
"Yongdong Zhang","University of Science and Technology of China"
"Yang Chen","University of Science and Technology of China"
"Shuyang Wu","University of Science and Technology of China"
"Hongrui Cai","University of Science and Technology of China"
"Quanwei Yang","University of Science and Technology of China"
"Lingyun Yu","University of Science and Technology of China"
"Yingwei Pan","University of Science and Technology of China"
"Hongtao Xie","University of Science and Technology of China"
"Juan-José Guerra-Valiente","University of Seville"
"Alarith Uhde","University of Siegen"
"Anna Maj","University of Silesia in Katowice"
"Deirdre Feeney","University of South Australia"
"Fanke Peng","University of South Australia"
"Rui Zhang","University of South Australia"
"Kim Munro","University of South Australia"
"Ian Gwilt","University of South Australia"
"Ash Tower","University of South Australia"
"Cat Jones","University of South Australia"
"Simon Biggs","University of South Australia"
"Chris Toumey","University of South Carolina"
"Byeongwon Ha","University of South Carolina"
"Christina Papagiannouli","University of South Wales"
"Mark Durden","University of South Wales"
"Richard Polfreman","University of Southampton"
"Dr. Alessandro Ludovico","University of Southampton"
"Jussi Parikka","University of Southampton"
"Alessandro Ludovico","University of Southampton"
"Shaoyu Su","University of Southern California"
"John Carpenter","University of Southern California"
"Costa Colachis Glass","University of Southern California"
"Rusty Lansford","University of Southern California"
"Luke Fischbeck","University of Southern California"
"Clea T. von Chamier-Waite","University of Southern California"
"Mads Bering Christiansen","University of Southern Denmark"
"Jonas Jørgensen","University of Southern Denmark"
"Uta Hinrichs","University of St Andrews"
"AnnMarie Thomas","University of St. Thomas"
"Saskia Vermeylen","University of Strathclyde"
"Bimal Kumar","University of Strathclyde"
"Wendy Moncur","University of Strathclyde"
"Florian Strohm","University of Stuttgart"
"Andreas Bulling","University of Stuttgart"
"Rene Cutura","University of Stuttgart"
"Mihai Bâce","University of Stuttgart"
"Zhiming Hu","University of Stuttgart"
"Chuhan Jiao","University of Stuttgart"
"Frank Heyen","University of Stuttgart"
"Katrin Angerbauer","University of Stuttgart"
"Natalie Hube","University of Stuttgart"
"Michael Sedlmair","University of Stuttgart"
"Christoph Müller","University of Stuttgart"
"Karsten Schatz","University of Stuttgart"
"Florian Frieß","University of Stuttgart"
"Michael Krone","University of Stuttgart"
"Rene G. Cepeda","University of Sunderland"
"Georgia Smithson","University of Sunderland"
"Thanos Polymeneas-Liontiris","University of Sussex"
"Sam Bilbow","University of Sussex"
"Jonathan Chaim Reus","University of Sussex"
"Halldor Ulfarsson","University of Sussex"
"Cécile Chevalier","University of Sussex"
"Anna Dumitriu","University of Sussex"
"Chris Kiefer","University of Sussex"
"Martin White","University of Sussex"
"Thor Magnusson","University of Sussex"
"Alice Eldridge","University of Sussex"
"Matheus da Rocha Montanari","University of São Paulo"
"Loren P. Bergantini","University of São Paulo"
"Loren Kronemyer","University of Tasmania"
"Andrew Johnston","University of Technology Sydney"
"Mike Leggett","University of Technology Sydney"
"Louis Pratt","University of Technology Sydney"
"Andrew J Johnston","University of Technology Sydney"
"Andrew Bluff","University of Technology Sydney"
"Simon Rippingale","University of Technology Sydney"
"Sam Ferguson","University of Technology Sydney"
"Matthew Hughes","University of Technology Sydney"
"Nico Pietroni","University of Technology Sydney"
"Lawrence Wallen","University of Technology Sydney"
"Kurt Mikolajczyk","University of Technology Sydney"
"Yunyu Ong","University of Technology Sydney"
"Robert Sazdov","University of Technology Sydney"
"Oliver Bown","University of Technology Sydney"
"Augusto Dias Pereira dos Santos","University of Technology Sydney"
"Sara Oscar","University of Technology Sydney"
"Linda Candy","University of Technology Sydney"
"Samuel Ferguson","University of Technology Sydney"
"Anna Savery","University of Technology Sydney"
"Felicity Wilcox","University of Technology Sydney"
"Kurt Mikolajzcyk","University of Technology Sydney"
"Preston Foerder","University of Tennessee at Chattanooga"
"Haven Wright","University of Tennessee at Chattanooga"
"Julien Chaput","University of Texas El Paso"
"Roger F. Malina","University of Texas, Dallas"
"Alex García Topete","University of Texas, Dallas"
"Yannis Christodoulou","University of the Aegean"
"George Caridakis","University of the Aegean"
"Konstantinos I Kotis","University of the Aegean"
"Efthymia Moraitou","University of the Aegean"
"Dejan Grba","University of the Arts"
"Tero Tapio Niskanen","University of the Arts Helsinki"
"Tuula Närhinen","University of the Arts Helsinki"
"Tuomo Rainio","University of the Arts Helsinki"
"Bruno Caldas Vianna","University of the Arts Helsinki"
"Dejan Grba","University of the Arts in Belgrade"
"Giles Lane","University of the Arts London"
"Adam Cole","University of the Arts London"
"Laura Plana Gracia","University of the Arts London"
"Silke Lange","University of the Arts London"
"Rachel Jacobs","University of the Arts London"
"Gavin Baily","University of the Arts London"
"Mick Grierson","University of the Arts London"
"George Roussos","University of the Arts London"
"Aminder Virdee","University of the Arts London"
"Rebecca Fiebrink","University of the Arts London"
"Louise Sime","University of the Arts London"
"Paulina Yurman","University of the Arts London"
"Nick Bryan-Kinns","University of the Arts London"
"Athanasios Velios","University of the Arts London"
"Joshua Murr","University of the Arts London"
"Erin Dickson","University of the Arts London"
"Jonathan Mackenzie","University of the Arts London"
"Tom Corby","University of the Arts London"
"Kishan Munroe","University of The Bahamas"
"Predrag K. Nikolic","University of the Bahamas"
"Dan Norton","University of the Balearic Islands"
"Katerina ElRaheb","University of the Peloponnese"
"Diego Maranan","University of the Philippines"
"Lisa Chandler","University of the Sunshine Coast"
"Emma Weitkamp","University of the West of England"
"Nathan Renney","University of the West of England Bristol"
"Samuel J. Hunt","University of the West of England Bristol"
"Corey Ford","University of the West of England Bristol"
"Benedict R. Gaster","University of the West of England Bristol"
"Harri Renney","University of the West of England Bristol"
"Tom Mitchell","University of the West of England Bristol"
"Benedict Gaster","University of the West of England Bristol"
"Hugh Aynsley","University of the West of England Bristol"
"Chris Nash","University of the West of England Bristol"
"Thomas J. Mitchell","University of the West of England Bristol"
"James Layton","University of the West of Scotland"
"Aleksandra Webb","University of the West of Scotland"
"Christo Doherty","University of the Witwatersrand"
"Myer Taub","University of the Witwatersrand"
"Zen Marie","University of the Witwatersrand"
"Lenore Manderson","University of the Witwatersrand"
"Hannelie Warrington-Coetzee","University of the Witwatersrand"
"Magdalini Grigoriadou","University of Thessaly"
"Veroniki Korakidou","University of Thessaly"
"Andrew Gambardella","University of Tokyo, Graduate School of Engineering"
"Suhyeon Yoo","University of Toronto"
"David A. Steinman","University of Toronto"
"Dolores A. Steinman","University of Toronto"
"Thomas W. Dudgeon","University of Toronto"
"Andrew Johnston","University of Toronto"
"T. Nikki Cesare Schotzko","University of Toronto"
"George Fitzmaurice","University of Toronto"
"Khai Nhut Truong","University of Toronto"
"Amy S Hwang","University of Toronto"
"Georgianna E Lin","University of Toronto"
"Han Qiao","University of Toronto"
"Minyi Ma","University of Toronto"
"Angel Yuan","University of Toronto"
"Jim Yang","University of Toronto"
"Kevin Pu","University of Toronto"
"Timothy Roth","University of Toronto"
"Aiyun Huang","University of Toronto"
"Tyler Cunningham","University of Toronto"
"Mauricio Sousa","University of Toronto"
"Bryan Wang","University of Toronto"
"Stephen Brade","University of Toronto"
"Liron Efrat","University of Toronto"
"Tovi Grossman","University of Toronto"
"Nina Czegledy","University of Toronto"
"Brittany Myburgh","University of Toronto"
"Olivier Roussey","University of Tours"
"Gilles Venturini","University of Tours"
"Béatrice Markhoff","University of Tours"
"Arnaud Soulet","University of Tours"
"Barthélémy Serres","University of Tours"
"Damien Létienne","University of Tours"
"Francesco Ardan Dal Rí","University of Trento"
"Francesco Ardan Dal Rì","University of Trento"
"Matteo Tomasetti","University of Trento"
"Domenico Stefani","University of Trento"
"Daqian Shi","University of Trento"
"Xiaolei Diao","University of Trento"
"Alberto Boem","University of Trento"
"Luca Turchet","University of Trento"
"Dongsheng Cai","University of Tsukuba"
"Kazuya Izumi","University of Tsukuba"
"Tatsuki Fushimi","University of Tsukuba"
"Chinatsu Ozawa","University of Tsukuba"
"Kenta Yamamoto","University of Tsukuba"
"Keiichi Ihara","University of Tsukuba"
"Takumi Yokoyama","University of Tsukuba"
"Ayumi Ichikawa","University of Tsukuba"
"Ikkaku Kawaguchi","University of Tsukuba"
"Yoichi Ochiai","University of Tsukuba"
"Kevin K. W. Ho","University of Tsukuba"
"Bektur Ryskeldiev","University of Tsukuba"
"Luca Befera","University of Turin"
"Narges Azizifard","University of Turin"
"Sami Silén","University of Turku"
"Tuuli Hongisto","University of Turku"
"Anu Hopia","University of Turku"
"Anton Nijholt","University of Twente"
"Youngsuk Lee","University of Twente"
"Daniel Pieter Saakes","University of Twente"
"Alessandro Fiordelmondo","University of Udine"
"Massimo Franceschet","University of Udine"
"Laura Gemini","University of Urbino"
"Stefano Brilli","University of Urbino"
"Giovanni B. Caputo","University of Urbino"
"Erik Brunvand","University of Utah"
"Wendy Wischer","University of Utah"
"Brenda B. Bowen","University of Utah"
"Jaime Gómez-García-Bermejo","University of Valladolid"
"Eduardo Zalama Casanova","University of Valladolid"
"Charles Perin","University of Victoria"
"Colin Malloy","University of Victoria"
"Kimiya Pahlevan","University of Victoria"
"George Tzanetakis","University of Victoria"
"Andrea Schikowitz","University of Vienna"
"Esther Dessewffy","University of Vienna"
"Florian Windhager","University of Vienna"
"Sarah R. Davies","University of Vienna"
"Rachel Gibson","University of Virginia"
"Luke Dahl","University of Virginia"
"John Stankovic","University of Virginia"
"Leah Reid","University of Virginia"
"Teresa Marie Connors","University of Waikato"
"Karolina Żyniewicz","University of Warsaw"
"Matylda Szewczyk","University of Warsaw"
"Ivo Vlaev","University of Warwick"
"Yangzi Zhou","University of Warwick"
"Nick Chater","University of Warwick"
"Abigale Stangl","University of Washington"
"Steven Seitz","University of Washington"
"Ira Kemelmacher-Shlizerman","University of Washington"
"Lotus Zhang","University of Washington"
"Esteban Y. Agosin","University of Washington"
"Jasper Tran O’Leary","University of Washington"
"Vivek Jayaram","University of Washington"
"Shyamnath Gollakota","University of Washington"
"Justin Chan","University of Washington"
"Malek Itani","University of Washington"
"Franziska Roesner","University of Washington"
"Bandhav Veluri","University of Washington"
"Stefania Druga","University of Washington"
"Bronwyn Bevan","University of Washington"
"Jacob O. Wobbrock","University of Washington"
"Zhuohao (Jerry) Zhang","University of Washington"
"Amy Zhang","University of Washington"
"Hannah Twigg-Smith","University of Washington"
"Nadya Peek","University of Washington"
"Jeffrey Heer","University of Washington"
"Audrey Desjardins","University of Washington"
"Joshua Horowitz","University of Washington"
"Zachary Tatlock","University of Washington"
"Caleb C. Chan","University of Washington"
"Eunice Jun","University of Washington"
"Brett Saiki","University of Washington"
"Patrıcia Alves-Oliveira","University of Washington"
"Bonnie A Whiting","University of Washington"
"Afroditi Psarra","University of Washington"
"Edward Misback","University of Washington"
"Janeil Engelstad","University of Washington"
"Jennifer Mankoff","University of Washington"
"Tongyan Wang","University of Washington"
"Matthew Conlen","University of Washington"
"Vishal Devireddy","University of Washington"
"Tu Nguyen","University of Washington"
"Faeze Brahman","University of Washington"
"Leah Findlater","University of Washington"
"Daniel Vogel","University of Waterloo"
"Derrek Chow","University of Waterloo"
"Sahand Ajami","University of Waterloo"
"Jane Tingley","University of Waterloo"
"Edith L M Law","University of Waterloo"
"Jian Zhao","University of Waterloo"
"Sangho Suh","University of Waterloo"
"Yen-Ting Yeh","University of Waterloo"
"Damien Masson","University of Waterloo"
"Oliver Schneider","University of Waterloo"
"Ludwig Wall","University of Waterloo"
"Orfeas Moraitis","University of West Attica"
"Georgios Panagiaris","University of West Attica"
"Zoi Sakki","University of West Attica"
"Kristina Georgoulaki","University of West Attica"
"Nathan Thompson","University of Western Australia"
"Andrea Rassell","University of Western Australia"
"Heather Bray","University of Western Australia"
"Ionat Zurr","University of Western Australia"
"Diana Weiting Tan","University of Western Australia"
"Guy Ben-Ary","University of Western Australia"
"Hussein Boon","University of Westminster"
"David Campany","University of Westminster"
"Dr Christopher Fry","University of Westminster"
"Dr Julie Marsh","University of Westminster"
"Nathaniel E. Stern","University of Wisconsin"
"Nick Hwang","University of Wisconsin — Whitewater"
"Chelsea Thompto","University of Wisconsin, Madison"
"Lawton Hall","University of Wisconsin–Milwaukee"
"Helen McGregor","University of Wollongong"
"Sepidar Sayyar","University of Wollongong"
"Agnieszka Golda","University of Wollongong"
"Jo Law","University of Wollongong"
"Dr Denise Doyle","University of Wolverhampton"
"Richard Glover","University of Wolverhampton"
"Prof. Sebastian Groes","University of Wolverhampton"
"Dr Martin Khechara","University of Wolverhampton"
"Dr Richard Glover","University of Wolverhampton"
"Denise Doyle","University of Wolverhampton"
"Sebastian Groes","University of Wolverhampton"
"Martin Khechara","University of Wolverhampton"
"Amy Banić","University of Wyoming"
"Allan Gomes","University of York"
"Kaajal Modi","University of York"
"Wuyang Shui","University of York"
"Roberta Buiani","University of York"
"Nick Fox-Gieg","University of York"
"David Gochfeld","University of York"
"Michael Palumbo","University of York"
"Lorella Di Cintio","University of York"
"Jacob Cram","University of York"
"Ilze Briede (Kavi)","University of York"
"Ian Garrett","University of York"
"Graham Wakefield","University of York"
"Doug Van Nort","University of York"
"David Han","University of York"
"Alexander Zonta","University of York"
"Aadita Chaudhuri","University of York"
"George Calin Seriţan","University Politehnica of Bucharest"
"Tatiana Basso","Università degli Studi di Ferrara"
"Achille Felicetti","Università di Firenze"
"Mariarosaria Zinzi","Università di Firenze"
"Francesca Murano","Università di Firenze"
"Giovanni De Poli","Università di Padova"
"Alvise Vidolin","Università di Padova"
"Sergio Canazza","Università di Padova"
"Giada Zuccolo","Università di Padova"
"Nicolò Merendino","Università di Padova"
"Antonio Rodà","Università di Padova"
"Giacomo Bertin","Università di Padova"
"Luca Rigobianco","Università di Venezia"
"Adriano Mancini","Università Politecnica delle Marche"
